season,season_type,week,game_date,game_key,play_id,play_sequence,player_id,field_goal_result,attempt_yards,player_name,birthdate,success,distance_squared,is_long_attempt,kicker_attempt_number,age_at_attempt
2012,Reg,12,2012-11-22,55664,2500,103,8392,Made,46,JASON HANSON,1970-06-17,1,2116,0,67,42.43
2012,Reg,13,2012-12-02,55683,428,18,8392,Made,48,JASON HANSON,1970-06-17,1,2304,0,68,42.46
2012,Reg,13,2012-12-02,55683,1564,68,8392,Made,33,JASON HANSON,1970-06-17,1,1089,0,69,42.46
2012,Reg,13,2012-12-02,55683,1842,80,8392,Made,52,JASON HANSON,1970-06-17,1,2704,1,70,42.46
2012,Reg,13,2012-12-02,55683,3746,156,8392,Made,31,JASON HANSON,1970-06-17,1,961,0,71,42.46
2012,Reg,14,2012-12-09,55710,2284,90,8392,Made,46,JASON HANSON,1970-06-17,1,2116,0,72,42.48
2012,Reg,14,2012-12-09,55710,2892,116,8392,Missed,51,JASON HANSON,1970-06-17,0,2601,1,73,42.48
2012,Reg,14,2012-12-09,55710,4126,164,8392,Made,34,JASON HANSON,1970-06-17,1,1156,0,74,42.48
2012,Reg,15,2012-12-16,55721,2939,116,8392,Made,41,JASON HANSON,1970-06-17,1,1681,0,75,42.5
2012,Reg,16,2012-12-22,55728,824,34,8392,Made,34,JASON HANSON,1970-06-17,1,1156,0,76,42.52
2012,Reg,16,2012-12-22,55728,1876,76,8392,Made,38,JASON HANSON,1970-06-17,1,1444,0,77,42.52
2012,Reg,16,2012-12-22,55728,2760,113,8392,Made,20,JASON HANSON,1970-06-17,1,400,0,78,42.52
2012,Reg,17,2012-12-30,55747,564,20,8392,Made,44,JASON HANSON,1970-06-17,1,1936,0,79,42.54
2010,Reg,1,2010-09-12,54869,994,42,10114,Made,52,JOHN KASAY,1969-10-27,1,2704,1,1,40.88
2010,Reg,1,2010-09-12,54869,1663,70,10114,Made,43,JOHN KASAY,1969-10-27,1,1849,0,2,40.88
2010,Reg,1,2010-09-12,54869,590,24,10114,Made,21,JOHN KASAY,1969-10-27,1,441,0,3,40.88
2010,Reg,5,2010-10-10,54927,391,17,10114,Made,24,JOHN KASAY,1969-10-27,1,576,0,4,40.95
2010,Reg,5,2010-10-10,54927,2594,107,10114,Missed,51,JOHN KASAY,1969-10-27,0,2601,1,5,40.95
2010,Reg,5,2010-10-10,54927,2915,119,10114,Made,53,JOHN KASAY,1969-10-27,1,2809,1,6,40.95
2010,Reg,7,2010-10-24,54955,530,23,10114,Made,47,JOHN KASAY,1969-10-27,1,2209,0,7,40.99
2010,Reg,7,2010-10-24,54955,4059,167,10114,Made,37,JOHN KASAY,1969-10-27,1,1369,0,8,40.99
2010,Reg,7,2010-10-24,54955,2200,94,10114,Made,55,JOHN KASAY,1969-10-27,1,3025,1,9,40.99
2010,Reg,8,2010-10-31,54832,1705,69,10114,Made,44,JOHN KASAY,1969-10-27,1,1936,0,10,41.01
2010,Reg,9,2010-11-07,54843,275,11,10114,Made,20,JOHN KASAY,1969-10-27,1,400,0,11,41.03
2010,Reg,9,2010-11-07,54843,1064,41,10114,Missed,40,JOHN KASAY,1969-10-27,0,1600,0,12,41.03
2010,Reg,10,2010-11-14,54860,793,35,10114,Made,46,JOHN KASAY,1969-10-27,1,2116,0,13,41.05
2010,Reg,10,2010-11-14,54860,2584,108,10114,Made,28,JOHN KASAY,1969-10-27,1,784,0,14,41.05
2010,Reg,10,2010-11-14,54860,2790,117,10114,Made,48,JOHN KASAY,1969-10-27,1,2304,0,15,41.05
2010,Reg,11,2010-11-21,54961,970,40,10114,Made,45,JOHN KASAY,1969-10-27,1,2025,0,16,41.07
2010,Reg,11,2010-11-21,54961,2188,88,10114,Made,40,JOHN KASAY,1969-10-27,1,1600,0,17,41.07
2010,Reg,12,2010-11-28,54983,3474,138,10114,Made,43,JOHN KASAY,1969-10-27,1,1849,0,18,41.09
2010,Reg,12,2010-11-28,54983,2365,92,10114,Missed,46,JOHN KASAY,1969-10-27,0,2116,0,19,41.09
2010,Reg,12,2010-11-28,54983,1771,72,10114,Made,43,JOHN KASAY,1969-10-27,1,1849,0,20,41.09
2010,Reg,12,2010-11-28,54983,2093,84,10114,Made,42,JOHN KASAY,1969-10-27,1,1764,0,21,41.09
2010,Reg,12,2010-11-28,54983,4178,165,10114,Missed,42,JOHN KASAY,1969-10-27,0,1764,0,22,41.09
2010,Reg,14,2010-12-12,55016,3091,133,10114,Made,36,JOHN KASAY,1969-10-27,1,1296,0,23,41.13
2010,Reg,15,2010-12-19,55026,271,11,10114,Made,28,JOHN KASAY,1969-10-27,1,784,0,24,41.14
2010,Reg,15,2010-12-19,55026,788,33,10114,Made,29,JOHN KASAY,1969-10-27,1,841,0,25,41.14
2010,Reg,15,2010-12-19,55026,2609,110,10114,Made,43,JOHN KASAY,1969-10-27,1,1849,0,26,41.14
2010,Reg,15,2010-12-19,55026,1972,84,10114,Made,24,JOHN KASAY,1969-10-27,1,576,0,27,41.14
2010,Reg,16,2010-12-23,55040,3596,136,10114,Made,27,JOHN KASAY,1969-10-27,1,729,0,28,41.16
2010,Reg,17,2011-01-02,55056,2394,93,10114,Made,23,JOHN KASAY,1969-10-27,1,529,0,29,41.18
2011,Reg,1,2011-09-08,55164,1321,56,10114,Made,30,JOHN KASAY,1969-10-27,1,900,0,30,41.86
2011,Reg,1,2011-09-08,55164,2480,106,10114,Made,38,JOHN KASAY,1969-10-27,1,1444,0,31,41.86
2011,Reg,2,2011-09-18,55185,979,37,10114,Made,31,JOHN KASAY,1969-10-27,1,961,0,32,41.89
2011,Reg,2,2011-09-18,55185,1561,61,10114,Made,29,JOHN KASAY,1969-10-27,1,841,0,33,41.89
2011,Reg,2,2011-09-18,55185,1829,72,10114,Made,53,JOHN KASAY,1969-10-27,1,2809,1,34,41.89
2011,Reg,3,2011-09-25,55201,1844,74,10114,Made,35,JOHN KASAY,1969-10-27,1,1225,0,35,41.91
2011,Reg,4,2011-10-02,55217,3187,128,10114,Made,21,JOHN KASAY,1969-10-27,1,441,0,36,41.93
2011,Reg,4,2011-10-02,55217,2466,97,10114,Made,38,JOHN KASAY,1969-10-27,1,1444,0,37,41.93
2011,Reg,4,2011-10-02,55217,2813,112,10114,Made,39,JOHN KASAY,1969-10-27,1,1521,0,38,41.93
2011,Reg,4,2011-10-02,55217,1666,66,10114,Missed,53,JOHN KASAY,1969-10-27,0,2809,1,39,41.93
2011,Reg,4,2011-10-02,55217,4071,164,10114,Missed,50,JOHN KASAY,1969-10-27,0,2500,1,40,41.93
2011,Reg,5,2011-10-09,55229,621,24,10114,Made,23,JOHN KASAY,1969-10-27,1,529,0,41,41.95
2011,Reg,5,2011-10-09,55229,2125,83,10114,Made,46,JOHN KASAY,1969-10-27,1,2116,0,42,41.95
2011,Reg,5,2011-10-09,55229,2372,94,10114,Made,37,JOHN KASAY,1969-10-27,1,1369,0,43,41.95
2011,Reg,6,2011-10-16,55251,2847,118,10114,Made,24,JOHN KASAY,1969-10-27,1,576,0,44,41.97
2011,Reg,6,2011-10-16,55251,2150,88,10114,Made,33,JOHN KASAY,1969-10-27,1,1089,0,45,41.97
2011,Reg,7,2011-10-23,55265,1730,71,10114,Made,23,JOHN KASAY,1969-10-27,1,529,0,46,41.99
2011,Reg,7,2011-10-23,55265,2177,88,10114,Made,47,JOHN KASAY,1969-10-27,1,2209,0,47,41.99
2011,Reg,8,2011-10-30,55271,627,28,10114,Missed,49,JOHN KASAY,1969-10-27,0,2401,0,48,42.01
2011,Reg,9,2011-11-06,55285,411,16,10114,Missed,42,JOHN KASAY,1969-10-27,0,1764,0,49,42.03
2011,Reg,9,2011-11-06,55285,2090,80,10114,Made,21,JOHN KASAY,1969-10-27,1,441,0,50,42.03
2011,Reg,9,2011-11-06,55285,4086,155,10114,Made,34,JOHN KASAY,1969-10-27,1,1156,0,51,42.03
2011,Reg,10,2011-11-13,55295,2227,90,10114,Missed,40,JOHN KASAY,1969-10-27,0,1600,0,52,42.05
2011,Reg,10,2011-11-13,55295,2997,123,10114,Made,48,JOHN KASAY,1969-10-27,1,2304,0,53,42.05
2011,Reg,10,2011-11-13,55295,3340,138,10114,Made,44,JOHN KASAY,1969-10-27,1,1936,0,54,42.05
2011,Reg,10,2011-11-13,55295,675,29,10114,Made,52,JOHN KASAY,1969-10-27,1,2704,1,55,42.05
2011,Reg,10,2011-11-13,55295,4769,191,10114,Made,26,JOHN KASAY,1969-10-27,1,676,0,56,42.05
2011,Reg,13,2011-12-04,55346,612,25,10114,Made,39,JOHN KASAY,1969-10-27,1,1521,0,57,42.1
2011,Reg,14,2011-12-11,55365,2066,80,10114,Made,29,JOHN KASAY,1969-10-27,1,841,0,58,42.12
2011,Reg,14,2011-12-11,55365,2722,106,10114,Made,22,JOHN KASAY,1969-10-27,1,484,0,59,42.12
2011,Reg,14,2011-12-11,55365,291,12,10114,Made,25,JOHN KASAY,1969-10-27,1,625,0,60,42.12
2011,Reg,15,2011-12-18,55379,3793,149,10114,Missed,50,JOHN KASAY,1969-10-27,0,2500,1,61,42.14
2011,Reg,16,2011-12-26,55403,2873,114,10114,Made,29,JOHN KASAY,1969-10-27,1,841,0,62,42.16
2011,Reg,17,2012-01-01,55413,1578,67,10114,Made,43,JOHN KASAY,1969-10-27,1,1849,0,63,42.18
2011,Post,1,2012-01-07,55491,2174,80,10114,Made,24,JOHN KASAY,1969-10-27,1,576,0,64,42.2
2011,Post,2,2012-01-14,55494,3703,139,10114,Made,48,JOHN KASAY,1969-10-27,1,2304,0,65,42.21
2010,Reg,1,2010-09-12,54875,1205,47,19788,Made,23,JOE NEDNEY,1973-03-22,1,529,0,1,37.48
2010,Reg,1,2010-09-12,54875,323,11,19788,Made,23,JOE NEDNEY,1973-03-22,1,529,0,2,37.48
2010,Reg,3,2010-09-26,54898,1381,56,19788,Made,51,JOE NEDNEY,1973-03-22,1,2601,1,3,37.51
2010,Reg,5,2010-10-10,54937,1878,72,19788,Made,50,JOE NEDNEY,1973-03-22,1,2500,1,4,37.55
2010,Reg,5,2010-10-10,54937,2050,79,19788,Missed,40,JOE NEDNEY,1973-03-22,0,1600,0,5,37.55
2010,Reg,6,2010-10-17,54949,2117,82,19788,Made,25,JOE NEDNEY,1973-03-22,1,625,0,6,37.57
2010,Reg,7,2010-10-24,54955,1244,53,19788,Made,24,JOE NEDNEY,1973-03-22,1,576,0,7,37.59
2010,Reg,7,2010-10-24,54955,2770,117,19788,Made,38,JOE NEDNEY,1973-03-22,1,1444,0,8,37.59
2010,Reg,8,2010-10-31,54833,700,30,19788,Made,34,JOE NEDNEY,1973-03-22,1,1156,0,9,37.61
2010,Reg,8,2010-10-31,54833,2380,93,19788,Missed,52,JOE NEDNEY,1973-03-22,0,2704,1,10,37.61
2010,Reg,10,2010-11-14,54957,1264,48,19788,Made,26,JOE NEDNEY,1973-03-22,1,676,0,11,37.65
2010,Reg,10,2010-11-14,54957,4812,185,19788,Made,29,JOE NEDNEY,1973-03-22,1,841,0,12,37.65
2010,Reg,10,2010-11-14,54957,3534,138,19788,Made,47,JOE NEDNEY,1973-03-22,1,2209,0,13,37.65
2010,Reg,1,2010-09-12,54875,3533,143,21093,Made,35,OLINDO MARE,1973-06-06,1,1225,0,1,37.27
2010,Reg,3,2010-09-26,54908,994,41,21093,Made,23,OLINDO MARE,1973-06-06,1,529,0,2,37.31
2010,Reg,3,2010-09-26,54908,3454,136,21093,Made,23,OLINDO MARE,1973-06-06,1,529,0,3,37.31
2010,Reg,4,2010-10-03,54917,1045,43,21093,Made,22,OLINDO MARE,1973-06-06,1,484,0,4,37.33
2010,Reg,7,2010-10-24,54822,3166,127,21093,Made,24,OLINDO MARE,1973-06-06,1,576,0,5,37.38
2010,Reg,7,2010-10-24,54822,3667,148,21093,Made,26,OLINDO MARE,1973-06-06,1,676,0,6,37.38
2010,Reg,7,2010-10-24,54822,414,17,21093,Made,20,OLINDO MARE,1973-06-06,1,400,0,7,37.38
2010,Reg,7,2010-10-24,54822,2298,92,21093,Made,31,OLINDO MARE,1973-06-06,1,961,0,8,37.38
2010,Reg,7,2010-10-24,54822,2472,99,21093,Made,51,OLINDO MARE,1973-06-06,1,2601,1,9,37.38
2010,Reg,8,2010-10-31,54836,2117,85,21093,Missed,51,OLINDO MARE,1973-06-06,0,2601,1,10,37.4
2010,Reg,8,2010-10-31,54836,2785,111,21093,Missed,29,OLINDO MARE,1973-06-06,0,841,0,11,37.4
2010,Reg,8,2010-10-31,54836,3846,152,21093,Made,47,OLINDO MARE,1973-06-06,1,2209,0,12,37.4
2010,Reg,10,2010-11-14,54956,2716,101,21093,Made,34,OLINDO MARE,1973-06-06,1,1156,0,13,37.44
2010,Reg,10,2010-11-14,54956,2969,110,21093,Made,19,OLINDO MARE,1973-06-06,1,361,0,14,37.44
2010,Reg,10,2010-11-14,54956,3173,119,21093,Made,23,OLINDO MARE,1973-06-06,1,529,0,15,37.44
2010,Reg,10,2010-11-14,54956,3505,132,21093,Made,19,OLINDO MARE,1973-06-06,1,361,0,16,37.44
2010,Reg,10,2010-11-14,54956,4150,156,21093,Missed,29,OLINDO MARE,1973-06-06,0,841,0,17,37.44
2010,Reg,10,2010-11-14,54956,1217,47,21093,Made,41,OLINDO MARE,1973-06-06,1,1681,0,18,37.44
2010,Reg,11,2010-11-21,54970,919,39,21093,Made,43,OLINDO MARE,1973-06-06,1,1849,0,19,37.46
2010,Reg,11,2010-11-21,54970,450,19,21093,Made,20,OLINDO MARE,1973-06-06,1,400,0,20,37.46
2010,Reg,11,2010-11-21,54970,3895,152,21093,Made,20,OLINDO MARE,1973-06-06,1,400,0,21,37.46
2010,Reg,11,2010-11-21,54970,2400,95,21093,Made,43,OLINDO MARE,1973-06-06,1,1849,0,22,37.46
2010,Reg,12,2010-11-28,54987,2182,81,21093,Made,43,OLINDO MARE,1973-06-06,1,1849,0,23,37.48
2010,Reg,13,2010-12-05,55005,2036,82,21093,Made,24,OLINDO MARE,1973-06-06,1,576,0,24,37.5
2010,Reg,13,2010-12-05,55005,3381,138,21093,Missed,47,OLINDO MARE,1973-06-06,0,2209,0,25,37.5
2010,Reg,14,2010-12-12,55018,3397,135,21093,Missed,43,OLINDO MARE,1973-06-06,0,1849,0,26,37.52
2010,Reg,15,2010-12-19,55035,1543,64,21093,Made,38,OLINDO MARE,1973-06-06,1,1444,0,27,37.54
2010,Reg,17,2011-01-02,55071,2703,108,21093,Made,31,OLINDO MARE,1973-06-06,1,961,0,28,37.57
2010,Reg,17,2011-01-02,55071,3225,130,21093,Made,38,OLINDO MARE,1973-06-06,1,1444,0,29,37.57
2010,Reg,17,2011-01-02,55071,3890,156,21093,Made,34,OLINDO MARE,1973-06-06,1,1156,0,30,37.57
2010,Post,1,2011-01-08,55151,2949,122,21093,Made,39,OLINDO MARE,1973-06-06,1,1521,0,31,37.59
2010,Post,1,2011-01-08,55151,1679,70,21093,Made,29,OLINDO MARE,1973-06-06,1,841,0,32,37.59
2010,Post,2,2011-01-16,55158,3095,120,21093,Made,30,OLINDO MARE,1973-06-06,1,900,0,33,37.61
2011,Reg,2,2011-09-18,55181,578,21,21093,Made,20,OLINDO MARE,1973-06-06,1,400,0,34,38.28
2011,Reg,2,2011-09-18,55181,947,37,21093,Made,33,OLINDO MARE,1973-06-06,1,1089,0,35,38.28
2011,Reg,2,2011-09-18,55181,3276,134,21093,Made,21,OLINDO MARE,1973-06-06,1,441,0,36,38.28
2011,Reg,3,2011-09-25,55197,2724,112,21093,Made,32,OLINDO MARE,1973-06-06,1,1024,0,37,38.3
2011,Reg,3,2011-09-25,55197,843,37,21093,Made,35,OLINDO MARE,1973-06-06,1,1225,0,38,38.3
2011,Reg,4,2011-10-02,55212,1953,75,21093,Made,39,OLINDO MARE,1973-06-06,1,1521,0,39,38.32
2011,Reg,4,2011-10-02,55212,2505,98,21093,Blocked,34,OLINDO MARE,1973-06-06,0,1156,0,40,38.32
2011,Reg,4,2011-10-02,55212,2916,112,21093,Made,38,OLINDO MARE,1973-06-06,1,1444,0,41,38.32
2011,Reg,4,2011-10-02,55212,327,13,21093,Made,29,OLINDO MARE,1973-06-06,1,841,0,42,38.32
2011,Reg,4,2011-10-02,55212,3116,120,21093,Missed,52,OLINDO MARE,1973-06-06,0,2704,1,43,38.32
2011,Reg,6,2011-10-16,55241,565,23,21093,Made,42,OLINDO MARE,1973-06-06,1,1764,0,44,38.36
2011,Reg,7,2011-10-23,55254,367,16,21093,Made,20,OLINDO MARE,1973-06-06,1,400,0,45,38.38
2011,Reg,7,2011-10-23,55254,1420,59,21093,Made,45,OLINDO MARE,1973-06-06,1,2025,0,46,38.38
2011,Reg,7,2011-10-23,55254,3966,161,21093,Made,40,OLINDO MARE,1973-06-06,1,1600,0,47,38.38
2011,Reg,7,2011-10-23,55254,2047,82,21093,Made,45,OLINDO MARE,1973-06-06,1,2025,0,48,38.38
2011,Reg,8,2011-10-30,55268,3913,159,21093,Missed,31,OLINDO MARE,1973-06-06,0,961,0,49,38.4
2011,Reg,10,2011-11-13,55296,2706,110,21093,Made,29,OLINDO MARE,1973-06-06,1,841,0,50,38.44
2011,Reg,10,2011-11-13,55296,2133,87,21093,Missed,50,OLINDO MARE,1973-06-06,0,2500,1,51,38.44
2011,Reg,11,2011-11-20,55314,633,26,21093,Made,27,OLINDO MARE,1973-06-06,1,729,0,52,38.46
2011,Reg,11,2011-11-20,55314,2073,86,21093,Made,31,OLINDO MARE,1973-06-06,1,961,0,53,38.46
2011,Reg,12,2011-11-27,55329,500,22,21093,Made,40,OLINDO MARE,1973-06-06,1,1600,0,54,38.48
2011,Reg,12,2011-11-27,55329,1847,78,21093,Blocked,45,OLINDO MARE,1973-06-06,0,2025,0,55,38.48
2011,Reg,12,2011-11-27,55329,3132,133,21093,Made,41,OLINDO MARE,1973-06-06,1,1681,0,56,38.48
2011,Reg,13,2011-12-04,55348,1956,83,21093,Made,43,OLINDO MARE,1973-06-06,1,1849,0,57,38.49
2011,Reg,14,2011-12-11,55358,3560,152,21093,Missed,36,OLINDO MARE,1973-06-06,0,1296,0,58,38.51
2011,Reg,16,2011-12-24,55391,404,17,21093,Made,21,OLINDO MARE,1973-06-06,1,441,0,59,38.55
2011,Reg,16,2011-12-24,55391,1628,66,21093,Made,19,OLINDO MARE,1973-06-06,1,361,0,60,38.55
2011,Reg,17,2012-01-01,55413,1359,57,21093,Made,41,OLINDO MARE,1973-06-06,1,1681,0,61,38.57
2012,Reg,15,2012-12-16,55715,3110,119,21093,Made,34,OLINDO MARE,1973-06-06,1,1156,0,62,39.53
2012,Reg,15,2012-12-16,55715,3656,139,21093,Made,34,OLINDO MARE,1973-06-06,1,1156,0,63,39.53
2012,Reg,16,2012-12-23,55741,4157,164,21093,Blocked,20,OLINDO MARE,1973-06-06,0,400,0,64,39.55
2012,Reg,17,2012-12-30,55747,1559,61,21093,Missed,43,OLINDO MARE,1973-06-06,0,1849,0,65,39.57
2012,Reg,17,2012-12-30,55747,1897,75,21093,Made,40,OLINDO MARE,1973-06-06,1,1600,0,66,39.57
